edad,frecuenciaCompra,montoPromedio,diasUltimaCompra,satisfaccion,totalHistorico,cantidadProductos,usaTarjeta,recompra
54,14,53938,65,1.1,755132,11,0,0
67,8,240037,115,3.7,1920296,4,1,1
50,15,50511,78,2.8,757665,12,1,1
43,14,70786,23,3.0,991004,3,1,1
56,5,84758,119,3.8,423790,4,1,0
51,20,259543,163,4.4,5190860,14,0,1
45,7,259918,60,3.2,1819426,15,0,0
36,2,88427,42,3.8,176854,8,0,0
69,13,160727,119,4.9,2089451,1,1,1
29,17,273323,55,3.2,4646491,15,1,1
37,1,238060,34,2.8,238060,1,0,0
29,11,100583,3,3.2,1106413,5,1,1
36,15,389718,130,4.5,5845770,6,0,1
34,3,10319,146,1.7,30957,6,0,0
27,16,170279,112,4.2,2724464,6,0,1
53,5,382920,156,5.0,1914600,9,1,1
43,13,112342,72,3.0,1460446,10,0,0
33,18,30371,90,3.3,546678,7,0,0
44,17,353399,90,3.9,6007783,5,0,0
27,7,324716,7,3.6,2273012,5,1,1
23,16,121423,80,4.7,1942768,7,1,1
52,13,64706,30,1.1,841178,9,0,0
30,5,410742,62,1.5,2053710,12,1,0
33,7,425140,90,4.5,2975980,10,1,1
45,9,238730,78,2.8,2148570,2,0,0
30,13,212259,94,1.7,2759367,13,1,1
30,4,192117,140,2.4,768468,8,0,0
27,11,463493,29,2.2,5098423,7,1,1
31,2,446673,146,2.6,893346,3,1,0
56,12,294941,109,2.1,3539292,5,1,1
68,20,362422,172,1.0,7248440,9,0,0
52,10,84368,156,1.6,843680,12,1,1
49,14,46840,42,1.5,655760,14,0,0
47,12,374552,16,3.5,4494624,5,0,1
21,10,264994,112,2.8,2649940,6,1,1
49,9,100563,163,4.0,905067,6,1,1
40,19,23291,177,4.5,442529,6,1,1
58,17,396437,30,3.3,6739429,9,0,0
30,1,236243,172,1.1,236243,10,1,0
29,13,74063,92,3.9,962819,13,0,0
19,1,31514,125,2.3,31514,12,1,0
54,13,117079,77,2.1,1522027,11,1,1
40,3,197013,126,1.4,591039,10,1,0
65,3,296605,84,2.6,889815,8,0,0
33,11,265561,136,4.5,2921171,1,1,1
19,3,426351,156,2.7,1279053,13,0,0
57,9,266648,19,4.8,2399832,2,1,1
53,13,110245,21,2.9,1433185,11,0,1
36,6,442340,36,1.9,2654040,10,0,0
32,9,306051,112,4.7,2754459,1,0,1
63,5,29907,130,4.7,149535,5,1,0
34,3,83378,114,3.8,250134,1,0,0
64,3,298099,2,3.2,894297,2,1,1
37,19,315959,37,1.8,6003221,12,0,0
58,7,184837,10,3.1,1293859,8,1,1
66,16,208741,52,4.4,3339856,13,0,1
40,12,29489,6,3.1,353868,14,1,1
28,19,13696,67,1.1,260224,6,1,0
26,18,324291,38,2.1,5837238,12,1,1
56,7,307045,149,1.5,2149315,10,1,1
26,5,85390,162,4.5,426950,2,0,0
18,3,483276,162,1.5,1449828,1,0,0
27,2,400494,71,4.8,800988,9,1,1
26,20,315994,152,1.2,6319880,7,0,0
54,5,71174,180,2.2,355870,14,1,0
68,20,137731,50,3.5,2754620,3,1,1
41,11,318100,116,3.2,3499100,8,1,1
42,19,479702,15,5.0,9114338,13,0,1
58,3,383422,151,3.9,1150266,12,0,0
48,11,175803,19,1.8,1933833,10,1,1
45,9,465164,34,3.1,4186476,13,0,0
36,18,281847,131,4.0,5073246,15,1,1
62,3,271289,138,4.9,813867,8,0,0
51,6,432784,98,4.7,2596704,4,0,1
35,7,451580,144,1.5,3161060,5,0,0
23,11,240137,168,4.6,2641507,2,1,1
46,7,277618,9,3.5,1943326,5,1,1
38,18,101916,8,3.3,1834488,1,0,1
24,5,42460,116,1.1,212300,12,1,0
60,15,13112,76,4.1,196680,12,1,1
34,12,74210,163,2.4,890520,3,1,1
22,16,411015,167,4.8,6576240,1,1,1
27,9,378931,128,5.0,3410379,7,1,1
34,15,499836,159,3.9,7497540,1,1,1
20,3,77891,171,4.4,233673,15,0,0
53,5,345008,13,3.9,1725040,15,1,1
50,17,290440,137,1.2,4937480,8,1,1
46,3,487919,49,2.6,1463757,4,1,0
57,13,373764,109,1.6,4858932,14,0,0
66,7,485933,53,1.3,3401531,4,1,1
28,1,459610,173,2.0,459610,2,0,0
55,15,463276,165,4.6,6949140,14,1,1
50,18,194325,92,3.6,3497850,1,1,1
63,12,42525,150,4.2,510300,10,1,1
20,2,381708,176,2.3,763416,8,0,0
57,16,77093,118,2.9,1233488,4,0,0
23,5,189391,69,4.2,946955,1,1,1
55,9,397075,150,1.8,3573675,6,1,1
30,8,450295,114,4.6,3602360,9,1,1
20,17,61658,150,3.5,1048186,7,1,1
42,20,25804,138,4.4,516080,2,0,1
26,12,314825,141,3.3,3777900,13,1,1
29,5,440555,147,4.6,2202775,12,0,0
58,11,288652,102,3.5,3175172,2,1,1
70,1,52534,30,5.0,52534,14,0,0
44,15,313575,118,4.0,4703625,9,0,1
44,12,247094,43,3.0,2965128,14,0,0
19,19,199604,128,4.0,3792476,9,1,1
62,9,42095,147,3.7,378855,11,0,0
47,7,16154,150,5.0,113078,4,1,1
22,20,342483,4,3.0,6849660,8,1,1
60,14,464038,42,4.0,6496532,11,1,1
18,3,280447,44,2.4,841341,2,1,0
36,3,432084,36,3.5,1296252,1,1,0
40,5,216633,12,4.1,1083165,5,1,1
59,6,425057,144,3.3,2550342,3,1,1
39,4,46167,64,4.5,184668,9,1,0
23,1,100673,158,4.6,100673,14,1,0
52,7,339602,22,4.9,2377214,12,1,1
32,20,213686,81,2.8,4273720,12,0,0
29,3,126961,151,1.5,380883,7,1,0
20,1,212004,3,3.2,212004,9,0,0
49,18,282546,66,1.1,5085828,6,0,0
70,5,121262,23,2.7,606310,14,1,1
23,14,287775,133,4.1,4028850,8,0,1
54,8,340702,79,3.4,2725616,4,0,0
28,8,438996,11,3.2,3511968,11,1,1
64,19,37524,171,1.5,712956,2,0,0
26,13,279481,3,4.4,3633253,6,1,1
65,8,133388,104,2.6,1067104,15,1,1
18,20,469891,153,3.7,9397820,11,1,1
67,10,469230,168,2.2,4692300,3,0,0
33,11,460793,11,2.3,5068723,4,1,1
39,10,180009,159,2.3,1800090,8,1,1
33,19,414355,50,2.0,7872745,15,0,0
41,19,409459,56,3.1,7779721,7,1,1
26,2,51362,121,2.8,102724,1,0,0
69,12,188244,167,4.0,2258928,15,1,1
61,5,283162,180,1.2,1415810,4,0,0
30,18,377834,145,3.2,6801012,14,0,0
53,12,122259,86,1.9,1467108,8,1,1
55,19,254126,135,2.7,4828394,1,1,1
44,18,61152,15,2.4,1100736,2,1,1
47,14,468294,70,1.6,6556116,1,1,1
49,13,376522,91,2.6,4894786,13,0,0
28,13,386685,122,3.3,5026905,12,0,0
61,11,202552,81,1.2,2228072,7,0,0
54,9,367192,106,4.2,3304728,10,1,1
19,9,308402,106,4.4,2775618,1,0,1
36,18,233523,58,2.6,4203414,9,1,1
34,4,146701,174,2.9,586804,14,1,0
33,20,317483,39,5.0,6349660,11,0,1
55,18,66015,129,4.3,1188270,2,1,1
18,17,451357,53,3.9,7673069,5,1,1
56,13,59724,91,2.7,776412,2,1,1
18,16,442473,179,2.8,7079568,1,1,1
28,13,359596,165,4.7,4674748,9,0,1
29,4,207048,129,1.3,828192,4,1,0
58,19,397052,168,2.6,7543988,3,0,0
25,10,244821,20,3.4,2448210,12,0,1
68,16,191935,85,2.9,3070960,13,0,0
58,18,44554,75,4.7,801972,1,1,1
24,3,402023,36,3.6,1206069,11,1,0
51,2,262989,122,1.9,525978,14,0,0
38,12,222620,110,3.8,2671440,2,1,1
69,17,450052,91,3.1,7650884,7,0,0
18,17,228349,141,4.2,3881933,5,1,1
26,11,265409,158,3.5,2919499,12,0,0
27,12,146047,128,1.5,1752564,15,1,1
57,12,326800,117,4.6,3921600,9,1,1
37,1,447261,167,2.8,447261,3,1,0
23,7,319306,135,2.6,2235142,2,1,1
22,3,252502,137,1.6,757506,13,0,0
61,4,492202,27,2.6,1968808,13,0,0
37,15,349170,115,1.9,5237550,6,1,1
60,15,356835,93,2.0,5352525,1,1,1
57,2,125000,126,1.9,250000,6,1,0
45,11,325996,179,4.6,3585956,3,0,1
56,16,443977,81,3.7,7103632,11,1,1
36,14,171231,87,3.9,2397234,12,0,0
18,18,241714,3,1.6,4350852,13,1,1
45,6,345967,60,2.1,2075802,15,1,1
37,3,206967,123,3.0,620901,14,0,0
34,20,176935,169,3.9,3538700,7,1,1
70,16,379225,98,1.4,6067600,8,0,0
20,10,280120,12,3.1,2801200,15,1,1
67,8,431451,94,2.4,3451608,4,0,0
70,18,441608,130,3.6,7948944,5,0,0
66,15,423618,20,1.5,6354270,8,1,1
60,17,427534,152,1.2,7268078,3,0,0
42,19,269116,21,3.3,5113204,9,0,1
28,2,283488,75,1.8,566976,10,0,0
47,3,176083,7,4.4,528249,12,0,1
68,2,174790,179,4.9,349580,12,0,0
41,19,58320,121,4.6,1108080,11,0,1
42,13,95726,37,2.8,1244438,9,1,1
46,5,82438,151,2.3,412190,8,1,0
39,20,26158,16,2.6,523160,6,0,1
58,6,90009,105,3.2,540054,7,0,0
46,6,491554,146,2.3,2949324,3,1,1
24,9,232009,90,3.9,2088081,14,0,0
25,7,471753,8,1.6,3302271,15,1,1
35,14,42970,76,5.0,601580,7,0,1
60,7,306767,111,2.3,2147369,10,0,0
49,17,11689,114,3.7,198713,11,0,0
18,1,13860,9,4.0,13860,5,1,1
55,10,278162,66,1.8,2781620,4,0,0
48,11,149659,175,1.2,1646249,11,0,0
64,1,41878,86,1.3,41878,10,0,0
66,17,240491,92,3.5,4088347,13,0,0
67,6,156992,14,2.5,941952,5,0,1
22,3,287788,62,1.4,863364,1,1,0
47,15,157807,26,3.8,2367105,14,0,1
43,4,366680,25,3.5,1466720,7,0,0
28,2,453601,158,3.2,907202,13,0,0
67,4,95062,55,3.1,380248,2,0,0
29,16,361292,98,1.7,5780672,2,0,0
47,11,199112,106,3.8,2190232,13,0,0
32,9,10327,44,4.6,92943,3,1,1
41,16,462706,80,2.5,7403296,1,1,1
28,20,461567,75,2.5,9231340,9,1,1
50,10,31714,174,3.5,317140,1,0,0
66,20,438896,69,2.9,8777920,15,1,1
37,17,195280,88,1.2,3319760,8,0,0
29,16,311863,17,2.8,4989808,10,1,1
30,6,270302,69,2.9,1621812,7,1,1
67,18,421895,151,2.6,7594110,12,1,1
52,20,382922,110,4.2,7658440,10,1,1
39,16,419743,96,4.8,6715888,7,0,1
65,6,338797,89,1.5,2032782,15,0,0
32,5,280431,69,4.9,1402155,1,1,1
21,8,184917,159,1.9,1479336,9,0,0
70,7,37813,102,3.4,264691,14,1,0
43,20,53885,6,4.9,1077700,14,1,1
31,8,291698,128,3.0,2333584,6,0,0
28,4,386249,170,3.6,1544996,15,1,0
29,7,386492,48,3.3,2705444,15,1,1
47,2,179126,164,2.8,358252,12,1,0
26,8,403761,105,4.7,3230088,15,1,1
66,14,173334,41,1.8,2426676,7,1,1
32,18,43511,5,3.3,783198,8,1,1
48,16,187893,70,3.1,3006288,9,1,1
57,1,126191,119,1.4,126191,15,1,0
49,11,127570,102,1.2,1403270,9,1,1
42,2,188843,177,3.7,377686,15,1,0
30,9,468253,23,4.1,4214277,1,0,1
63,8,481255,97,4.8,3850040,15,1,1
63,6,70779,50,2.5,424674,12,0,0
65,7,138177,108,1.3,967239,2,1,1
24,19,389190,32,2.9,7394610,12,1,1
46,14,414016,18,3.2,5796224,5,0,1
49,3,141458,134,4.7,424374,15,0,0
59,13,159919,51,3.0,2078947,3,1,1
69,8,174323,163,3.1,1394584,7,0,0
33,8,81057,137,3.9,648456,4,0,0
69,19,10228,36,4.1,194332,3,0,0
35,15,91180,35,1.3,1367700,11,1,1
64,2,112563,55,4.8,225126,3,1,0
65,19,94659,123,3.6,1798521,14,1,1
30,17,381510,136,1.0,6485670,7,0,0
49,5,341197,132,3.4,1705985,5,0,0
61,20,211671,40,3.9,4233420,10,1,1
69,5,323912,115,2.4,1619560,9,1,0
34,20,107198,114,4.7,2143960,11,0,1
50,9,406380,29,2.8,3657420,14,1,1
64,8,333030,107,3.8,2664240,15,1,1
26,5,408056,1,5.0,2040280,8,0,1
63,11,243399,96,2.8,2677389,13,0,0
25,9,41867,123,1.5,376803,2,0,0
54,13,366640,152,3.8,4766320,12,1,1
26,2,474553,145,2.0,949106,7,0,0
33,2,202063,123,3.9,404126,2,1,0
35,13,356084,79,2.3,4629092,11,0,0
46,14,74194,10,3.8,1038716,9,1,1
61,12,59380,177,5.0,712560,13,1,1
40,17,344815,99,4.5,5861855,2,1,1
65,16,218329,14,1.3,3493264,14,0,1
18,5,106607,46,4.1,533035,8,1,1
23,9,161310,149,3.2,1451790,10,1,1
32,8,231611,103,1.9,1852888,13,1,1
63,2,395752,66,2.4,791504,14,0,0
60,17,185430,2,4.5,3152310,7,0,1
25,18,156932,9,1.2,2824776,1,1,1
51,8,283595,153,3.8,2268760,15,0,0
38,13,11505,24,3.3,149565,5,1,1
43,10,384168,15,2.9,3841680,10,1,1
65,17,339076,62,1.0,5764292,5,1,1
39,13,135999,16,2.9,1767987,12,1,1
35,2,481727,139,2.9,963454,5,0,0
44,15,436436,24,3.3,6546540,13,1,1
70,18,192101,24,4.1,3457818,7,1,1
34,20,406251,151,2.9,8125020,11,1,1
49,15,56604,161,3.1,849060,9,0,0
51,11,374178,146,1.9,4115958,6,0,0
18,14,168279,127,1.4,2355906,6,1,1
45,20,353708,147,1.9,7074160,13,0,0
38,13,25605,46,3.5,332865,8,1,1
42,20,254874,64,3.3,5097480,1,0,0
60,16,486443,149,4.4,7783088,14,0,1
41,15,245897,149,3.7,3688455,12,0,0
20,18,276221,119,4.9,4971978,9,1,1
49,2,147940,83,2.7,295880,10,0,0
32,9,310134,168,2.8,2791206,12,1,1
58,10,123783,111,4.5,1237830,9,1,1
20,8,412488,32,3.8,3299904,9,1,1
20,13,79365,33,4.6,1031745,10,0,1
30,11,238997,17,4.1,2628967,7,1,1
47,5,214492,60,1.2,1072460,15,0,0
33,15,441281,134,2.9,6619215,12,1,1
23,13,451533,97,2.3,5869929,13,1,1
41,6,68913,70,2.7,413478,4,1,1
65,4,355808,63,3.2,1423232,15,0,0
29,15,57641,24,2.0,864615,9,1,1
48,20,290275,13,2.4,5805500,15,0,1
41,4,65168,75,4.3,260672,1,0,0
68,2,126614,31,3.0,253228,13,0,0
42,11,411696,143,2.1,4528656,4,0,0
50,15,366886,68,3.5,5503290,15,0,0
48,18,75829,169,3.1,1364922,6,0,0
50,7,82039,76,2.8,574273,3,1,1
53,20,383764,137,2.5,7675280,4,0,0
57,2,329746,90,3.4,659492,13,1,0
66,2,358636,4,3.9,717272,2,1,1
67,1,322223,175,3.1,322223,3,0,0
43,17,227195,160,2.1,3862315,12,0,0
50,13,381886,144,2.2,4964518,7,1,1
45,16,223606,178,3.9,3577696,14,1,1
29,8,113406,101,2.1,907248,1,0,0
59,4,159337,118,4.0,637348,12,1,1
39,10,194690,92,4.8,1946900,2,0,1
57,6,308594,105,2.1,1851564,6,0,0
64,13,244440,100,1.4,3177720,14,0,0
24,5,359797,6,1.3,1798985,6,1,1
40,10,363446,81,2.0,3634460,14,0,0
63,20,97145,20,2.6,1942900,4,0,1
27,10,190783,14,3.9,1907830,8,1,1
65,2,353453,87,1.4,706906,2,0,0
48,20,196200,50,1.4,3924000,13,0,0
49,11,7887,24,3.2,86757,11,1,1
20,19,24189,2,3.1,459591,10,1,1
69,3,367486,179,2.3,1102458,13,0,0
41,6,402994,21,1.4,2417964,6,1,1
45,20,10300,150,3.9,206000,12,1,0
24,4,112550,141,2.0,450200,10,0,0
38,9,79141,93,4.0,712269,7,1,1
37,18,8317,173,1.7,149706,10,1,0
56,4,31862,54,2.5,127448,12,1,0
22,15,152708,23,1.2,2290620,14,1,1
63,2,143033,125,3.8,286066,4,1,0
68,11,239696,143,4.2,2636656,12,1,1
65,5,396969,60,3.4,1984845,7,1,0
20,2,265286,88,3.8,530572,3,1,0
48,12,185755,126,4.1,2229060,14,1,1
25,18,128219,82,1.4,2307942,9,0,0
41,17,426030,108,3.2,7242510,1,0,0
70,15,158197,32,2.5,2372955,8,0,0
63,8,245565,114,3.2,1964520,3,1,1
61,7,339933,45,2.7,2379531,11,0,0
57,3,479803,96,4.8,1439409,5,0,0
57,5,29302,126,2.0,146510,3,1,0
31,12,318886,18,3.4,3826632,5,0,1
19,20,250159,50,3.4,5003180,15,0,0
67,3,18383,101,3.3,55149,10,0,0
69,7,437026,10,4.6,3059182,12,0,1
60,14,317513,151,2.1,4445182,10,0,0
42,11,211718,66,3.8,2328898,2,1,1
70,20,288910,120,5.0,5778200,14,0,1
42,11,93445,5,3.2,1027895,2,0,1
69,7,71270,16,3.8,498890,4,0,1
27,19,341868,25,3.2,6495492,7,0,1
70,19,207937,50,1.0,3950803,4,0,0
69,14,218350,96,4.9,3056900,6,0,1
19,13,259103,133,4.4,3368339,3,1,1
49,11,299598,104,1.6,3295578,13,0,0
22,2,340251,164,4.3,680502,8,0,0
64,7,394061,53,1.0,2758427,2,1,1
69,8,75354,149,3.2,602832,13,1,1
55,15,462447,129,2.8,6936705,5,1,1
36,12,325707,166,4.8,3908484,11,1,1
18,15,236540,28,2.3,3548100,4,0,1
36,20,418991,65,1.0,8379820,14,1,1
56,11,433715,126,4.0,4770865,10,0,1
51,2,282698,107,4.8,565396,1,0,0
57,6,158873,110,3.3,953238,4,0,0
26,12,296160,164,2.5,3553920,9,0,0
29,5,210406,165,2.8,1052030,5,1,0
39,13,78192,49,3.7,1016496,13,1,1
70,4,119607,157,2.1,478428,5,1,0
28,2,495009,45,2.3,990018,2,0,0
66,4,355265,97,1.9,1421060,7,1,0
47,4,341888,138,4.8,1367552,1,1,1
32,8,178463,26,4.8,1427704,6,0,1
66,7,268159,141,4.1,1877113,5,1,1
23,1,305952,18,2.2,305952,8,1,1
58,17,33651,58,4.9,572067,10,1,1
58,18,377491,90,4.0,6794838,2,1,1
46,11,286648,89,1.1,3153128,5,1,1
55,10,51510,151,3.5,515100,10,1,1
51,5,144099,76,2.6,720495,14,1,0
40,19,37884,107,1.9,719796,12,1,1
45,20,403570,88,3.8,8071400,10,0,0
30,5,379654,33,2.0,1898270,15,0,0
45,19,55328,35,1.3,1051232,10,1,1
30,2,278463,104,3.9,556926,15,0,0
27,4,164933,71,3.5,659732,11,0,0
46,20,117044,78,2.4,2340880,11,0,0
32,17,15685,38,3.9,266645,6,1,0
61,12,137745,178,3.1,1652940,5,1,1
60,7,227195,32,2.7,1590365,12,1,1
36,9,305562,11,1.1,2750058,13,0,1
37,11,447629,49,3.1,4923919,6,1,1
43,10,372680,43,3.6,3726800,11,1,1
54,10,69144,17,4.5,691440,8,0,1
47,18,492494,79,2.1,8864892,13,1,1
66,15,359198,123,3.6,5387970,12,1,1
19,19,200865,127,2.4,3816435,6,0,0
45,4,126223,41,1.6,504892,4,0,0
18,5,254510,92,1.8,1272550,8,0,0
37,14,247530,124,4.4,3465420,13,1,1
23,1,227894,14,3.4,227894,13,0,0
57,18,21837,150,2.7,393066,14,1,1
38,13,190570,75,4.4,2477410,4,0,1
57,18,19096,41,3.2,343728,10,0,0
65,8,118991,69,1.1,951928,1,0,0
52,6,480278,80,2.3,2881668,4,0,0
40,3,30085,161,3.4,90255,12,1,0
43,5,68802,108,2.6,344010,12,1,0
20,8,257167,88,1.8,2057336,9,1,1
36,17,408045,136,1.8,6936765,12,0,0
24,17,31191,21,3.3,530247,7,0,1
64,4,151146,138,1.0,604584,1,1,0
28,6,448074,38,3.4,2688444,8,0,0
55,6,261320,70,2.7,1567920,4,1,1
49,20,401445,167,1.1,8028900,15,1,1
33,20,111473,10,4.4,2229460,1,1,1
40,1,118112,131,3.2,118112,12,0,0
51,6,22218,152,2.5,133308,11,0,0
41,3,193075,96,1.3,579225,15,0,0
33,10,110087,152,2.7,1100870,15,1,1
57,12,169134,143,4.6,2029608,1,1,1
70,16,171143,46,2.6,2738288,5,1,1
50,9,123341,111,3.3,1110069,8,0,0
36,18,162576,8,1.2,2926368,3,0,1
67,2,89494,156,2.4,178988,9,0,0
36,14,125937,80,4.1,1763118,6,1,1
65,16,361455,43,1.6,5783280,4,1,1
50,14,250303,36,3.4,3504242,9,1,1
60,8,263035,75,4.7,2104280,7,1,1
68,8,24708,128,4.7,197664,2,0,0
31,12,380868,108,3.4,4570416,10,1,1
24,18,289983,124,4.5,5219694,15,0,1
65,7,339069,150,2.6,2373483,8,0,0
28,8,330913,141,1.8,2647304,7,0,0
33,17,441648,10,3.9,7508016,5,1,1
44,11,165961,78,4.4,1825571,1,0,1
48,6,109528,49,2.9,657168,4,0,0
28,11,419761,159,3.3,4617371,9,0,0
35,7,288465,25,1.1,2019255,5,0,1
33,7,174249,83,1.1,1219743,13,0,0
58,11,420557,172,3.7,4626127,15,1,1
41,13,422622,161,1.4,5494086,10,1,1
63,20,148448,17,3.9,2968960,8,1,1
41,20,41545,12,4.5,830900,1,1,1
66,7,83393,122,1.2,583751,9,1,1
67,14,448260,165,2.3,6275640,2,1,1
59,6,145371,72,4.0,872226,15,1,1
43,20,289955,106,1.8,5799100,1,1,1
49,8,121884,108,4.5,975072,12,1,1
55,6,220504,88,1.6,1323024,8,1,1
59,2,356628,161,1.4,713256,9,1,0
47,17,78413,28,4.8,1333021,9,1,1
48,3,454339,165,2.4,1363017,2,1,0
30,15,409059,9,1.7,6135885,7,1,1
41,19,110823,85,4.8,2105637,10,0,1
51,10,402073,131,2.2,4020730,1,1,1
38,7,70249,142,1.3,491743,11,1,1
37,11,80246,3,1.1,882706,9,0,1
67,12,115859,14,4.2,1390308,5,0,1
62,12,240364,113,3.2,2884368,7,0,0
18,4,27742,70,1.2,110968,2,1,0
20,12,240316,24,4.6,2883792,11,0,1
69,12,399505,71,2.0,4794060,2,1,1
35,15,481377,146,1.8,7220655,3,1,1
52,2,429608,66,2.5,859216,12,1,0
70,13,29684,30,4.4,385892,6,0,1
61,14,417547,27,3.3,5845658,5,1,1
67,13,307741,158,1.3,4000633,11,1,1
37,9,276669,115,2.4,2490021,1,0,0
62,2,349705,30,1.9,699410,10,1,0
37,6,414438,149,4.5,2486628,6,0,1
70,5,419388,103,1.9,2096940,13,0,0
29,16,20266,162,2.5,324256,5,0,0
67,7,309838,175,1.9,2168866,4,1,1
23,7,473875,178,1.9,3317125,14,0,0
61,12,451396,69,3.6,5416752,4,0,0
18,12,443674,94,1.3,5324088,13,0,0
24,20,247344,50,4.6,4946880,11,1,1
43,5,389762,90,4.9,1948810,14,0,0
29,16,144488,55,1.2,2311808,1,0,0
43,9,307297,66,3.2,2765673,13,1,1
62,3,454736,98,2.2,1364208,12,1,0
65,14,177828,165,2.0,2489592,2,1,1
49,7,341448,179,2.2,2390136,14,0,0
28,20,209603,92,2.0,4192060,8,0,0
26,8,122344,84,2.1,978752,2,1,1
62,18,474387,7,2.1,8538966,3,1,1
20,1,101686,172,1.9,101686,13,0,0
18,11,481768,50,1.2,5299448,2,1,1
38,9,255138,40,1.1,2296242,10,1,1
45,17,379137,29,1.2,6445329,6,1,1
67,14,387882,33,1.7,5430348,1,1,1
47,11,114756,81,3.7,1262316,2,0,0
22,10,348834,88,3.5,3488340,9,0,0
67,13,306422,19,3.0,3983486,8,1,1
45,5,401164,108,1.5,2005820,11,1,0
66,9,93355,157,2.3,840195,5,1,1
61,8,354071,124,1.8,2832568,5,0,0
31,20,159526,15,3.1,3190520,11,1,1
57,11,313103,115,2.0,3444133,5,1,1
67,5,390393,105,2.2,1951965,10,0,0
26,9,285927,127,3.1,2573343,12,0,0
23,19,297142,42,2.2,5645698,9,1,1
47,6,452499,74,4.9,2714994,4,0,1
64,9,222839,138,3.4,2005551,15,0,0
66,8,74395,58,2.0,595160,14,0,0
23,15,266646,108,4.1,3999690,6,0,1
30,6,462223,75,2.7,2773338,9,1,1
44,3,470848,118,1.5,1412544,4,0,0
47,4,250839,130,2.4,1003356,7,0,0
38,19,221476,139,3.2,4208044,12,0,0
37,18,469914,67,4.2,8458452,11,1,1
48,17,105122,86,3.6,1787074,6,1,1
47,4,190713,90,4.5,762852,15,0,0
19,4,288565,35,4.1,1154260,3,0,0
43,17,199466,83,2.3,3390922,11,1,1
51,20,133042,172,1.3,2660840,5,0,0
53,10,282510,108,4.4,2825100,9,1,1
35,4,238261,159,2.5,953044,11,0,0
40,19,248115,35,1.2,4714185,2,1,1
18,11,123430,48,2.7,1357730,6,1,1
33,10,139551,90,1.0,1395510,5,0,0
56,6,124636,165,1.8,747816,8,0,0
40,9,313000,179,3.8,2817000,10,0,0
38,11,246689,149,2.4,2713579,5,1,1
50,6,90886,162,4.4,545316,5,1,1
67,5,60473,140,3.4,302365,13,1,0
61,4,432046,19,3.0,1728184,4,1,1
19,20,66280,9,3.0,1325600,8,0,1
68,12,125848,154,4.5,1510176,13,1,1
38,8,302388,56,1.7,2419104,15,1,1
58,2,52072,27,1.4,104144,10,1,0
46,20,8194,92,3.3,163880,2,1,0
63,14,469214,134,3.8,6568996,1,1,1
41,10,329358,44,3.3,3293580,12,0,0
27,4,124117,155,1.2,496468,5,1,0
69,12,362403,103,3.2,4348836,15,0,0
22,4,216949,122,2.0,867796,7,0,0
64,16,336253,126,1.2,5380048,15,0,0
22,19,302476,163,4.0,5747044,12,1,1
29,14,359353,148,2.9,5030942,2,0,0
46,6,361907,151,3.5,2171442,5,1,1
54,10,322122,21,1.4,3221220,4,0,1
65,8,97345,64,1.3,778760,9,1,1
22,3,473061,29,3.9,1419183,1,1,1
33,1,97011,28,1.7,97011,7,1,0
38,3,357313,112,1.2,1071939,6,1,0
41,9,476262,70,4.1,4286358,11,1,1
67,4,42507,113,1.6,170028,9,0,0
30,6,192026,147,4.9,1152156,10,0,1
40,4,420501,33,1.0,1682004,7,0,0
44,11,379676,97,2.0,4176436,10,0,0
31,7,286148,74,4.8,2003036,8,0,1
55,18,266405,61,2.1,4795290,5,1,1
29,8,338862,44,2.3,2710896,6,1,1
50,11,417418,124,3.9,4591598,12,0,0
26,16,53227,120,4.3,851632,13,1,1
58,18,496594,93,4.2,8938692,3,0,1
41,14,336346,164,2.0,4708844,2,1,1
19,2,194673,87,2.8,389346,8,1,0
63,19,13640,44,3.8,259160,10,1,0
31,3,96213,164,1.3,288639,8,1,0
24,8,471136,27,1.9,3769088,5,1,1
38,13,100916,119,4.8,1311908,10,0,1
62,18,344399,133,3.5,6199182,7,0,0
29,4,256549,134,3.3,1026196,11,1,0
30,5,377580,80,4.1,1887900,15,0,0
24,20,341483,102,3.2,6829660,11,1,1
50,16,118004,138,4.6,1888064,3,1,1
19,14,437519,179,3.3,6125266,4,1,1
49,11,130710,146,4.4,1437810,10,0,1
66,20,243441,25,2.9,4868820,10,0,1
42,9,207860,147,2.1,1870740,12,1,1
41,18,374514,56,3.0,6741252,7,1,1
39,12,455842,162,3.8,5470104,8,1,1
43,6,162797,68,3.8,976782,6,0,0
19,3,438125,70,2.5,1314375,5,1,0
60,3,346638,128,4.5,1039914,15,0,0
25,4,229088,90,3.0,916352,13,0,0
30,6,470038,106,1.0,2820228,5,1,1
40,5,426218,104,3.9,2131090,11,1,0
59,13,223289,124,4.5,2902757,10,0,1
32,18,477752,110,4.5,8599536,13,1,1
54,7,386917,90,4.0,2708419,8,1,1
22,8,316795,113,2.4,2534360,7,1,1
49,6,257328,171,2.4,1543968,2,0,0
58,12,212370,58,3.6,2548440,8,1,1
37,14,357056,88,2.8,4998784,5,0,0
38,20,331336,85,4.2,6626720,8,1,1
59,7,190052,95,3.0,1330364,7,0,0
62,20,486539,32,3.9,9730780,7,1,1
62,12,349331,63,1.9,4191972,9,0,0
56,2,42440,115,3.9,84880,5,0,0
58,14,319404,154,1.4,4471656,13,1,1
